text,label_ternary,label_original,dataset_name
বিষয়টা আসলেই অনেক বেশি জটিল ভাবতে গেলে সময় লাগবে,1,Neutral,banglasarc3
আমি মনে প্রাণে বিশ্বাস করি ইনারা যে উদাহরণ তৈরি করলেন বাংলাদেশে সেই পথে অচিরেই অনেকেই হাঁটবেন,2,Sarcastic,banglasarc3
দূরদর্শী ভাই আমাদের কলেজকে বিশ্ববিদ্যালয় বানানোর স্বপ্নে বিশ্ববিদ্যালয় ছেড়ে কলেজে ভর্তি হয়েছিলেন অনেকদূর এগিয়ে যান ভাই আর ফিরে আসবেন না,2,Sarcastic,banglasarc3
একদম বাস্তব কথা অর্থনিতী র উন্নতি না হলে সব পিছিয়ে পরবে,1,Neutral,banglasarc3
লুডু খেলা কোন মতে বাদ দেওয়া যাবে না,2,Sarcastic,banglasarc3
কর্ম করে যান ফল দোকান থেকে কিনে নিয়েন,2,Sarcastic,banglasarc3
কথা সত্যি কিন্তু সমস্যা হলো আমি নিজেই ভালো রান্না না হলে খেতে পারিনা সে পারে যখন রান্না পারতাম না তখন কিছুই বলতো না এখন রান্না একটু খারাপ হলে বলে ফেলে,1,Neutral,banglasarc3
চোরের মন পুলিশ পুলিশ সানডে মানডে ক্লোজ কইরা দিতে পারে তাই সেনা বাহিনী সরি গার্ড বাহিনী গার্ড দিচ্ছে,2,Sarcastic,banglasarc3
মহান আল্লাহ এমন এক সত্তা এমন এক পাওয়ার আল্লাহর কোনো সৃষ্টি ই আল্লাহ কে দেখতে পারবেনা তবে আল্লাহর প্রতি সন্তুষ্ট থাকবে তার সমস্ত সৃষ্টি তবে আল্লাহর কন্ঠসর শুনবে আর তাতেই তার সমস্ত সৃষ্টির মন ভরে যাবে,1,Neutral,banglasarc3
অদেখা জিনিসে অর বিশ্বাস নাই,0,Non-Sarcastic,banglasarc3
তোমার বাবাকে বলিও আধুনিক শিক্ষার পাশাপাশি ধর্মীয় শিক্ষাটাও যেন শেখায় না হয় দ্বীন এবং দুনিয়া সব শেষ,0,Non-Sarcastic,banglasarc3
বাংলাদেশে যে এখনো এমন মানুষ আছে আগে জানতাম নাহ,1,Neutral,banglasarc3
অদ্ভুত এক মায়াবী,0,Non-Sarcastic,banglasarc3
কনফার্ম জান্নাতি সিংগার,2,Sarcastic,banglasarc3
আন্দোলন এর কারণে বাড়ছে বাঙ্গালী পিনিকে থাকলেও বুঝতে পারে করোনা কেন বাড়ে,0,Non-Sarcastic,banglasarc3
আশা করি পরেরটা জোস হবে,0,Non-Sarcastic,banglasarc3
তার স্মৃতি এখনও তাজা,1,Neutral,banglasarc3
ক্লাসিক চিরায়ত মুখ,2,Sarcastic,banglasarc3
বাংলাদেশে ভালো প্লেয়ারের দাম নাই,0,Non-Sarcastic,banglasarc3
নিজের জন্য সুখকর জিনিসগুলো বেছে নিন,0,Non-Sarcastic,banglasarc3
মায়ের জীবন সন্তানের প্রতিটি মুহূর্তের সাথে জড়িত,1,Neutral,banglasarc3
কিছু খাস নাকি ভাই ড্রোন দেখে পালাইছে না ড্রোন নিছে ছিটকে পড়ার কারণে শব্দে মানুষ আতংকিত হইছে,0,Non-Sarcastic,banglasarc3
আমি ভাবছি আমি এই এরকম ভাবি এখন দেখি আরো আছে আমার মতন,0,Non-Sarcastic,banglasarc3
মিরপুর থেকে প্রতিদিন সকালে ঢাকা বরিশাল রুটে আপনাদের অন্তত একটা সার্ভিস থাকা উচিত,1,Neutral,banglasarc3
চলচ্চিত্রের প্রত্যেকটা অভিনেত্রী অভিনেতার অভিনয়ের পিছনে লুকিয়ে থাকে হাজারো কষ্ট এজন্যই তারা চলচ্চিত্র শুক্কু অভিনয় করতে পারে,0,Non-Sarcastic,banglasarc3
তাহসান ভাই অাপনার তুলনা অাপনি নিজেই দ্য লিজেন্ড,0,Non-Sarcastic,banglasarc3
দেশকে এক হতে হবে এই ধরনের দাঙ্গা ও সহিংসতা কখনোই সমাধান নয়,0,Non-Sarcastic,banglasarc3
বালের পেচাল ছাড়েন আওয়ামিলীগ কি করছে আমরা জানি বলতে হবেন যদি বাংলাদেশ এই বারও আগের মত মানে অতীতে যা করছে তার মত করে যে রাজনৈতিক দল নির্বাচিত হবে তা হলে আপনিও এর জন্য দায়ী থাকবেন,0,Non-Sarcastic,banglasarc3
ফ্যানই তো নাই,2,Sarcastic,banglasarc3
ছাত্রদের আন্দোলন সর্বদা শিক্ষার পরিবেশ রক্ষার জন্য হওয়া উচিত,1,Neutral,banglasarc3
