text,label_binary,label_original,dataset_name
ভাই স্যাড সং শোনালে আমার কি গোনাহ হবে,1,Sarcastic,banglasarc3
নিচে গিয়ে কোন লাভ নাই কিছুক্ষণ আগে আমি ওই দিক থেকে চক্কর দিয়ে আসছি ওইদিকে হাসার মত তেমন কোন কমেন্ট নাই,1,Sarcastic,banglasarc3
হুম এটা কাউকে বুঝাতে পারি না,1,Sarcastic,banglasarc3
ওয়ালেটে আপনার ছবি তার মানে আপনি তার পা ছায়,1,Sarcastic,banglasarc3
মা যেনো সন্তানের জীবনের প্রতিটি সাফল্যের অংশীদার,0,Non-Sarcastic,banglasarc3
পশ্চিম বঙ্গের পিসি আর বাংলাদশের বুবু একই ধরনের মুখ খুললেই উল্টো পাল্টা বকে,1,Sarcastic,banglasarc3
আর আমি শত চেষ্টা করেও দাগ বসাতে পারলাম না তার চামড়া মনে হয় গন্ডারের,1,Sarcastic,banglasarc3
পরিবার সচেতন না হওয়ার কারনেও আজকে এ ই সমস্যা,0,Non-Sarcastic,banglasarc3
রাজাকারের বাচ্চা রা কই যাবি দেশের বাইরে যেতে দিব না সব হিসাব বাকি আছে,0,Non-Sarcastic,banglasarc3
কারও ধর্মীয় কাজে বাঁধা প্রদান করা অশুভ কাজ আগামী বছর এখনো অনেক দূর ততোদিনে কোথাকার জল কোথায় গড়ায় সেটাই দেখার বিষয়,0,Non-Sarcastic,banglasarc3
প্রত্যেকটি গ্রামে ওয়ার্ড এ আওয়ামী লীগের নেতৃত্বে নিত্য প্রয়োজনীয় জিনিস পত্র এবং খাদ্য দ্রব্য সংগ্রহ করে দরিদ্রদের মাঝে প্রতিদিন বিতরণ করা উচিত ইন্ডিয়া তে যেভাবে রেশন দিয়ে থাকে সাথে সাথে হাসপাতাল কিংবা ইমার্জেন্সি তে যারা যারা কাজ করছেন তাঁদের পরিবারের কাছে খাদ্য দ্রব্য পৌছিয়ে দেওয়ার জন্য আওয়ামী লীগের নেতৃবৃন্দের উদ্বেগ গ্রহণ করা উচিত,0,Non-Sarcastic,banglasarc3
রুটিটা খেতে অনেক সুস্বাদু হবে মনে হয়,1,Sarcastic,banglasarc3
অল্পতেই সিরিয়াস হয়ে যাই কেন,1,Sarcastic,banglasarc3
প্রতিহিংসার রাজনীতিতে পুড়ছে না তো প্রিয় মাতৃভূমি,0,Non-Sarcastic,banglasarc3
চাচা হেনা কোথায় হেনা তো বুড়া বেডার সাথে পালিয়ে গেছে না আমি রাখব না ৩২ নাম্বার আর রাখব না,1,Sarcastic,banglasarc3
সাহস থাকলে টাকা ছিড়ে ফেলেন সেখানেও তো বঙ্গবন্ধু আছে,1,Sarcastic,banglasarc3
সন্তান জন্মের পর নিজেকে ফেরেশতা মনে হলে এটাও মনে রাখবেন ঈবলিশের সন্তান অগনিত,1,Sarcastic,banglasarc3
ইউসুফ সরকার কে এর চরম মূল্য দিতে হবে,1,Sarcastic,banglasarc3
আপনার কথাগুলো সঠিক কিন্তু বাস্তবতা অনেক কঠিন সবাই পরিস্থিতির শিকার,0,Non-Sarcastic,banglasarc3
পোস্টটা পড়ে সত্যিই অনেক কিছু শিখলাম,0,Non-Sarcastic,banglasarc3
তোদের পা ধোয়া পানি ছেলে খেলোয়ারদেরকে দিস বোইন,1,Sarcastic,banglasarc3
মোদির বিছানা হাসিনার ঠিকানা,1,Sarcastic,banglasarc3
আর আটজন কিনলেই চলবে,1,Sarcastic,banglasarc3
ঠিক পোস্ট টাকার প্রাণ নাই মুসলিম মহিলার ও প্রাণ নাই তাই টাকার মত মহিলাদের ও সিন্দুকে রাখা যাবে মাদ্রাসার শিক্ষা বলে কথা কি উচ্চ চিন্তা,0,Non-Sarcastic,banglasarc3
আপনি যা পারেন মন থেকে করে যান ভবিষ্যৎ উজ্জল করতে পরিশ্রম এর কোন বিকল্প নাই নিশ্চয় ভাল কিছু হবে ইনশাআল্লাহ,1,Sarcastic,banglasarc3
মনে করেন একজন বেটিমানুষ কইতেছে সে রান্নাবান্না পারে না বিশ্বাস করেন এর চেয়ে কুৎসিত ব্যাপার আর হয়না,0,Non-Sarcastic,banglasarc3
ওরে বেডি রে বেডিরে জনগণের হাতে একটু ছাড়েন পড়ালেখা তো চাঙ্গে উঠাইয়া দেছে আর তলে তলে এই নস্টামি বেডি করছে,1,Sarcastic,banglasarc3
কাউয়ায়ায়া চুনাপাকি তাহ আমাল,1,Sarcastic,banglasarc3
খড়ের নিচে দেওয়ার জন্য ৩২ নাম্বার বাড়ি থেকে দুটো ইট দেওয়া যাবে কি,1,Sarcastic,banglasarc3
এক ট্রাক টিকটকার কমেন্ট করতে আসতেছে তাদের ট্রাকের সামনে লেখা তাই বলে সব অবদান ভুলে গেলেন,0,Non-Sarcastic,banglasarc3
